Question,Subj_Q,Answer,Subj_A
أنا فتاة عمري 18 عاما   أنا أشجع فريق بايرن منذ 2014 وأحب أن أحلل بعض المباريات بنفسي  فكيف أصبح محللة أو مدربة رياضية  رجاء  لا تخبرني عن المطبخ ,0,من وجهة نظرى قومى بانشاء قناة على اليوتيوب   وصفحة على الفيسبوك   وحساب على تويتر كلهم بنفس الاسم ويكون الاسم مميز  ابدأى بنشر فيديوهات على اليوتيوب وعلى الفيسبوكقومى بعمل ترويج للفيديوهات عن طريق الفيسبوكاكتبى مواعيد المباريات القادمة ونتائج المباريات الاخري والمعلومات القصيرة على تويترمع كل فيديو او بوست على الفيسبوك او تويتر ثبتى هاشتاج باسم قناتكقومى بنشر فيديوهاتك فى المجموعات المهتمة بالدورى الالمانى والمهتمه ايضا ببايرن ميونخ وايضا دورى ابطال اوروبااذا اردتى اى اجابة لا تترددى فى السؤال على مساحتنا هذا باختصار بالتوفيق,0
تم إقالة مدرب نادي برشلونة  فمن هو المدرب الجديد ,0,سيرجي بارخوان,1
أعاني من انحناء الاكتاف وتقوس الظهر  ما الحل ,0,لقد شاهدت هذا الفيديو منذ فترة  أمل ان يكون مفيد لك,0
أنا محترف رياضة التايكوندو عمري 22 سنة وطولي 188 سم ووزني 83 كجم  ماذا تنصحني أن أفعل ,0,انصحك بتعليم الاطفال هذه الرياضه والمداومه عليها وانشاء اكاديميه خاصه بك,0
أنا فتاة عمري 17 سنة وطولي 157 سم وأتمنى أن يصبح 163 167 سم  والدي 173 سم وأمي 165 سم وأخي 179 سم وأنا عندما كنت صغيرة كنت أمارس رياضة الكاراتيه والسباحة وألعاب القوى والآن أذهب إلى الجيم  لدي  تقوس خارجي في الساق  هل من الممكن زيادة طولي ,0,هذه صفات جينيه لاكن عن تجربتي الشخصيه استفيدي بفرد ضهرك زياده بحيث يكون دائما او معظم الوقت في استقامته,1
ماذا سيحدث لجسمي إذا عملت 80 ضغط  wide push up  كل يوم لمدة شهر ,0,سيكون جسمك مشدود و رياضي,1
كيف ترى أداء المنتخب المصري مع المدرب حسام البدري بعد فوزه في افتتاحية مباريات تصفيات كأس العالم 2020 في قطر على منتخب أنجولا بنتيجة 1 0 ,0,زفت,1
كيف يمكنني ممارسة الرياضة في المنزل وأحصل على نفس نتائج الصالة الرياضية ,0,صدقني التمارين بمعدات بسيطه و وزن جسمك كافي انك تبني عضلات نفس الصاله الرياضيه   مش مصدقني ادخل على يوتيوب وابحث عن رياضة الكاليستانيكسحتشوف اشي كتير خرافي,1
من هو الشاعر الذي تخطى جنون العظمة بقصيدته ,1,ألا لا يجهلن  أحد  علينافنجهل  فوق جهل  الجاهليناون ش ر ب  إن  و ر د ن ا الم اء  ص ف وا وي ش ر ب  غ ي ر ن ا ك د را  وط ينالن ا الد  ن ي ا وم ن  أم س ى ع ل ي هاون ب ط ش  ح ي ن  ن ب ط ش  ق اد ر يناب غ اة  ظ ا ل مين  و م ا ظ ل م ن او لك ن  ا س ن ب د أ  ظ ا ل مين ام لأن ا الب ر   ح ت  ى ضاق  ع ن  اوماء  الب ح ر  ن م ل ؤ ه  س ف يناإذا ب ل غ  الفطام  ل ن ا صبي  ت خ ر   ل ه  الج باب ر  ساج د ينا,1
هل يوجد كأس عالم واحد فقط ويتم نقلة للفريق الفائز كل مرة ببطولة كأس العالم  أم يتم إنتاج كأس مخصص كل أربع سنوات ويحق للفريق الفائز بالبطولة السابقة أن يظل محتفظا  بالجائزة ,0,كل اربع سنين يتم انتاج كأس مخصصة للفائزلو كان الكأس ينتقل من فائز الى فائز لما كان للبطولة معنى كانها اعارة يعطونك الكأس ثم ياخذونه,0
هل رحيل ليونيل ميسي من فريقه يعد خيانة للفريق  فقد استمر فيه لمدة 20 عاما  ,0,ميسي هو من خان برشلونة وليس العكس كما يشاع ويصدقه الآخرون  ميسي في نهاية عقده في 2020 ارسل فاكس للإدارة يطلب ترك برشلونة ولكن بارتيميو وقف في وجهه ووجه موكله والد ميسي خورخي ميسي بأن يدفعوا الشرط الجزائي اذا اراد الانتقال وترك نادي برشلونة فلم يستطع اي نادي دفع الشرط الجزائي وهو 700 0000 مليون يورو وبعدها قال ميسي انه لايريد الدخول في منازعات مع نادي حياته واستمر في عقده حتي نهايته في يونيو 2021 ولكن النيه انه يريد ترك نادي برشلونة والذهاب الي باريس سان جيرمان ونادي برشلونة يعاني من الديون بسبب جائحة كورونا والديون المثقله عليه من قبل الإدارة السابقة لم يستطيع تحمل رواتب اللاعبين حيث اقترح عليهم تخفيض الرواتب والبعض وافق والبعض الآخر لم يوافق وحتي الرابطة في الاتحاد الاسباني اقترح عليهم تخفيض الأجور والا لن يستطيعوا تسجيل عقد جديد للاعب ميسي واللاعبين الجدد التي تم التعاقد معهم مؤخرا   ميسي حاول تخفيض من راتبه 50  ولكن النادي لم يستطع وحاول النادي ان يدخل شراكة مع صندوق الإستثمار الدولي   CVC   ولكن في اللحظات الأخيرة تراجع نادي برشلونة عن الدخول وذلك ان صندوق الإستثمار يريد 10  من حقوق البث التلفزيوني للمباريات لمدة 50 عاما  وتم رفضة قطعا   ميسي لو اراد البقاء في برشلونة لعمل المستحيل بنفسه ووجد مليون حل ولكن فضل الذهاب الي باريس سان جيرمان للالتقاء باصدقاءة والذين اثروا عليه كثيرآ والراتب الذي سوف يحصل عليه وهو 37 000 مليون يورو و 15000 مليون يورو هديه لوالده وكيف لا يذهب   برشلونة نادي ولا يقف عند أي لاعب مهما كان حجمه   في يوم من الأيام سيظهر لاعب غيره كما كان رونالدينيو ساحر البرشاااا والحياة تدور,0
هل كان من المجدي إقامة أولمبياد طوكيو بعد تأجيلها عن موعدها الاصلي لمدة عام    خصوصا مع عدم السيطرة علي وباء الكورونا في العالم بالكامل   ,0,نعم بالتاكيد لأن تأخيرها أكثر من ذلك سيؤثر بالسلب على الرياضه,1
اذا كنت مهتم بكرة القدم تابع موقعنا  ,0,متميز الموقع وسأقوم بمتابعتة بإذن الله   واتمني يكون فيه تعاون بينا قريبا من خلال موقعي,1
ما هو أفضل موقع لتحميل مباريات اليورو 2020 ,0,اليك رابط افضل المواقع المشهورة والموثوقة,1
لماذا الناس مولعة بمشاهدة مباريات كرة القدم ما الممتع فيها لدرجة مشاهدتها بكافة الاعمار لمئات المباريات والمراهنة عليها والذهاب للمقاهي لمشاهدتها لم لا يستبدلون المشاهدة باللعب في الواقع علما ان كلا الامرين يستغرق نفس الوقت ملاحظة انا العبها اسبوعيا ,0,لان ما عدنا ملاعب كرة القدم ولا الدولة مهتمة بلرياضة وهم فقط شغلهم الرياضة عكسنا لان عندنا شغل مدرسة وغيرها ونتابع الفريق لي بنشجعها يعني ما نتابع كل المباريات,0
الدوري الاسباني علي احره وفي نهايته ومتبقي ثلاث جولات والصراع مشتد بين الكبار أتلتيكو مدريد ب 77 نقطة ومدريد ب 75 نقطة وبرشلونة ب 75 نقطة ايضا ومن ياتري سوف يفوز بالدوري La lugga الموجهات بين الثلاث فرق محسومة لريال مدريد بسبب تفوقه علي الفريقين ذهابا وايابا حيث فاز علي اتلتيكو بمباراة وتعادل في الأخري وفاز ذهابا وايابا علي برشلونة   كيف يحصل اتلتيكو مدريد علي اللقب   اذا فاز في جميع مبارياته المتبقية ولا ينظر لنتائج الاخرين   وريال مدريد يحتاج الفوز بجميع مبارياته وخسارة أتلتيكو او تعادله في مباراة وسوف يتوج باللقب اما برشلونة فيحتاج معجزة ومساعدة الفرق الاخري بالفوز علي اتلتيكو مدريد وريال مدريد في مباراة واحدة ويفوز بجميع مبارياته كي يحصل علي اللقب   من متابعتي للدوري الإسباني لا نجد فريق ضعيف او فريق قوي كل الفرق تستطيع الفوز علي الاخري ولكن بالتفاصيل الصغيرة ومثال علي ذلك فريق برشلونة خسر من غرناطة في الكامب نو ولو فاز بهذه المباراة لكان متصدر الدوري   اخر جولتين من الدوري سوف تلعب بتوقيت واحد في نفس اليوم حتي تكون الحظوظ متساوية للبطل والفرق الهابطة     السؤال من ياترى سوف يفوز باللقب  ,0,انا مدريدي  وطبها اتمنى فوز الريال  ولكن الريال سيخوض اصعب مباريات من بين الفرق الثلاثة  لقد تعادل مع اشبيلية  لديه مباراة مع غرناطة الذي هزم برشلونه  ثم تليها ملحمتين  الاولى مع اتلتيكو بلباو في معقلهم  سان ماميس وسيكون محظوظا لو خرج متعادلا  ثم يلعب مع فياريال الذي هو يبحث عن مقعد في دوري الابطال او الدوري الاوربي  بصراحة المشكلة ان الريال ليس هو الريال  ليس لديه هداف واصاباته كثيرة   لو كان رونالدو حاظرا لما كان هناك مشكلة  ولكن التشكيلة كلها غير مطمئنة اجد ان فوز الريال شبه مستحيل برشلونه رحلته سهلة جدا واسهل الجميع ليفانتي وسلتا فيغو وايبار  نسبة الى وضع برشلونه يستطيع ان يفوز بسهولة في هذه المباريات الثلاثة المتبقية على امل ان يتعادل اتلتيكو في احدى المباريات  اجد ان حظوظ برشلونه اكثر من الريال ومن اتلتيكو اتلتيكو نظريا الافظل حظا كونه يمتلك زمام الامور بنفسه  يستطيع الفوز اذا لعب وفاز المباريات الثلاث المتبقية بغض النظر عن نتائج الاخرينؤ ولكن مبارياته الثلاثة مع فرق متوسطة المستوى ولكنها عنيدة  اوسوسونا وسوديداد وبلد الوليد فرق ممكن ان تعمل ازعاجا لاتلتيكو وتجعله يتلكاء شخصيا اتصور ان برشلونه سيفوز  ثم اتلتيكو  ثم الريال من ناحية الحظوظ  اما التمنيات فاتمنى فوز ريال مدريد باللقب ,0
هل تعلم من هو أغنى لاعب في العالم ,0,ديفد بيكاهم,1
ما هي مسابقة السوبر الأوروبي  ولماذا الكل يتحدث عنها ,0,لقد شعر عملاقة الكرة الاوروبية من الدوريات الانجليزي والاسباني والايطالي الكبار انهم يتقاسمون الأرباح مع الفرق الصغيرة في دوري أبطال أوروبا   واعترضوا على نظام التوزيع  لأنهم يرون في أنفسهم  أنهم السبب في تلك الأرباح الضخمه   فقروا ان يكونوا بطولة لهم فقط   تضم ١٥ عشرة ناديا   وبتمويل ضخم من بنك جي بي مورجان   ,0
ما هي الإنجازات التي حققها فلورينتينو بيريز ,0,اصبح بيريز رئيس ريال مدريد الحالي حديث الساعة  قلب الطاولة على الاتحاد الأوروبي و التغير قادم  لمزيد من المعلومات اقرا ماقاله في مقابلته الأخيرة  فلورينتينو بيريز أخطر رجل على كوكب الأرض حاليا  ,0
ما رأيكم في أداء موقع beinsport life يوم أمس  وما رأيكم في أداء البث الرياضي الخاص بالمباريات عليه ,0,اعلانات مزعجة للغاية ,1
انا لاعب كرة قدم جالي رباط صليبي وغضروف وعملت العمليتين وبعدها ب 6 شهور جالي رباط صليبي تاني في نفس الرجل اعمل اية  ,0,الحمد لله ع السلامة    راحغ طبيب الطب الرياضي لتقييم حالتك,1
من هو أعظم لاعب عربي في كل العصور ,1,الى حد قبل ٥ سنوات كان اللاعب الجزائري رباح مادجر هو افضل لاعب وبدون منازعانجازاته لا يدانيها انجازات لاي لاعب عربي اخرمن الاحتراف في بورتو الى الفوز بدوري الابطال وبهدف اكثر من رائع في مرمى بايرن ميونخ وحتى على مستوى كاس العالم وغيرها في الحقيقة كانت انجازات كمية ونوعية لم يستطع اي لاعب ان يقترب منها اما الان فالصورة مختلفة ما يحققه مجموعة من اللاعبين في الدوريات الاوربية يعتبر مفخرة بكل معنى الكلمة وبالاخص محمد صلاح نجم ليفربول هذا الرجل اعتقد انه اعظم لاعب عربي لحد الان اللعب في الدوري الانكليزي ومع ليفربول والحصول على كل الالقاب الممكنه وبتميز وباحترافية وهو النجم الاول للفريق والهداف الافضل تاريخيا بالاظافة الى دوري الابطال وحزمه من الجوائز الفردية والجماعية مصحوبة بالخلق العالي والدماثة والطيبة فعلا هو الافضل لحد الان حتى تجود الملاعب بالافضل والافضل ,0
هل اللحوم ضرورية لبناء العضلات ,0,طبعا لان فيها بروتينات والروتين هو العامل الأساسي لبناء العضلات,1
هل لديك الرغبة في الكتابة الرياضية في موقع جديد www sportglobel com  ,0,هل تقصد ماهي الموضوعات و الشروط  ,0
من هم أسرع اللاعبين في العالم على الإطلاق ,0,أصبحت كرة القدم في عصرنا الحالي تعتمد على السرعة العالية والبنية القوية وهذا ما يجعل للاعبين يتميزون عن غيرهم  والجري أسرع من مدافعي الخصم ميزة رائعة يحبذها أفضل المدربين في العالم أمثال والجري أسرع من مدافعي الخصم ميزة رائعة يحبذها أفضل المدربين في العالم أمثال اليكم   ,0
ما هي مميزات وعيوب الوصول لاقصى عدد من تمرين الضغط من خلال مجموعه واحدة وزيادة هذا العدد بمقدار عدة واحدة كل يوم ,0,عدم الوصول لمستوي جيد واحتماليه الاجهاد العضلي الذي يسبب لضمور وضعف في العضلاتهناك مبدئ في التدريب يسمي بالتدرج وهو يقوم علي التدرج في الاوزان او العدات والطبيعي زياده 5  من شده الحمل  الوزن او العدد  كل اسبوعان شهر علي حسب استجابه جسمك للتمرين ومعدل استشفاءةالارتقاء في مستوي اللياقة يحتاج الي تمرين وغذاء ونومولا تتم عمليه الارتقاء في يوم وليله بل تحتاج لشهور  الجسم يأخذ وقته لاعاده بناء انسجه جديده وقوية,0
ما أنواع خطط التمرين المستخدمة في الجيم ,0,التطبيقات دي هتساعدك تعمل خطة تمرين سواء فى الجيم او البيت,0
ما ميزة لعبة الشطرنج ,0,إجابتي عليك ستكون مختلفة نوعا ما   أقرأها بتمعن و هدوءتعلملت الشطرنج منذ ثلاث سنوات وحدي   و بدأت في اللعب عبر الانترنت مع اصدقائي لانني كنت شغوف جدا عند سماعي عن تلك الل عبة المميزة التي يمارسها العباقرة و كيف يفكرون و ما الى ذالك و بدأت في اللعب فخسرت ما يقرب من خمسمائة لعبة من م ختلف اصدقائي   و استمررت غي التدرب و فهم القواعد اكثر و أكثر حتى حصلت على المركز الثاني في دورة مدرسية و بعد خبرة ليست بقليلة اقول لك أسبابي الخاصة للتعلم اللعبة و النصائح التي يجب عليك مراجعتها  ,1
من جلس على كرسي رئاسة النادي الأهلي أطول فترة ,0,على مدار تاريخه الطويل والحافل بالإنجازات والبطولات تول ى رئاسة النادي الأهلي العديد من الرموز والنجوم الذين أداروا القلعة الحمراء لسنوات طويلة ومنهم من قضى فترة قصيرة وهو ما نرصده فى التقرير التالي 1_ميتشيل إنسي عد ميتشيل أنس صاحب الجنسية الإنجليزية أول رئيس في التاريخ يتولى قياده الأهلي2_عزيز عزت باشاأول رئيس مصرى فى تاريخ الأهلي تولي القيادة في 2 أبريل 1908 إلى 9 فبراير 19163_عبد الخالق ثروت باشاهو مؤسس قانون الأهلي وتولي قياده النادي في 9 فبراير 1916 إلى 14 فبراير 1922 4_جعفر والي باشاتولي قيادة الأهلي من 14 فبراير 1924 إلي 2 فبراير 1944  وتعتبر أطول فترة رئاسة في تاريخ الأهلي 5_أحمد حسنين باشاتولي رئاسة النادي في 1 يناير 1944 حتى فبراير 1946 6_أحمد عبود باشاتولي الرئاسة من 19 فبراير 1947 إلى 19 ديسمبر 1961 7_صلاح الدين الدسوقيهو صاحب فكرة مقر الأهلي الحالي وتولي الرئاسة من 3 ديسمبر 1963 إلى 15 ديسمبر 19658_الفريق عبد المحسن كامل مرتجيتولي رئاسة الاهلي على فترتين    الأولي في 15ديسمبر 1965 حتى 13 يوليو 1967 ثم عاد لكرسي الرئاسة مرة أخري من 8 نوفمبر 1972 إلي 12 ديسمبر 19809_ إبراهيم الوكيلتولي الرئاسة في 18 يوليو 1967 وحتى 8 يوليو 197110_عبده صالح الوحشتولي رئاسة الاهلي في 16 ديسمبر 1988 إلى 6 فبراير 199211_صالح سليمتولي رئاسة الأهلي   الأولي  من 12 ديسمبر 1980 إلى 16 ديسمبر 1988  فيما كانت لفترة الثانية  من 6 فبراير 1992 إلى 6 مايو 200212_حسن حمديتولي رئاسة النادي في 6 فبراير 2002 حتى 29 مارس 201413_ محمود طاهرتولي رئاسة النادي في 29 مارس 2014 إلى 30 نوفمبر 201714_محمود الخطيبتولي رئاسة النادي من 1 ديسمبر 2017 حتى الآن ,0
أواجه مشكلة في لعب كرة القدم وهي عندما يتم تمرير الكرة لي أتوتر ولا أعرف ماذا أفعل بها وفي بعض الأحيان أكون واقفا  في مكاني  ما الحل ,0,والكرة قادمة قبل أن تصلك انظر حولك لتعرف من منك قريب ومن منك بعيد لتعرف ان تتصرف بها وثق بنفسك واعرف قدر مهاراتك فقط ولا تبالغ,0
ما رأيك في مستوي الأهلي في بطولة كأس العالم للأندية  هل كان في الإمكان أفضل من تحقيقه المركز الثالث في البطولة ,0,اعتقد ان المستوي التكتيكي للنادي الاهلي في هذه البطوله كان جيدجدا و لكن علي مستوي الاداء الجمالي لم يكن كما كان متوقع وبالنظر الي مواجهة البايرن في نصف النهائي فاعتقد ان بان حصولنا علي البرونزيه هو اقصي ما يمكن تحقيقه,1
هل هناك حل واقعي لمشكلة النحافة المفرطة عند الشاب أم أنه عليه فقط تقبلها والتعايش معها  لأن  هذه المشكلة تحرمه من الكثير من الأشياء كممارسة الرياضات الجماعية كون بنيته الجسمانية لا تؤهله لذلك  واحتقار الذات وسوء التقدير من الآخرين  إلخ ,1,أخي الفاضل لقد سبق لي أن أجبت هذا السؤال بالتفصيل يكفي البحث في البروفايل الخاص لكن على كل حال سأجيبكماتعاني منه هو مرض في حد ذاته يستوجب زيارة طبيب مختص لتشخيص الأسبابوأسباب النحافة عديدة منها التالي1 فرط نشاط في الغدة الدرقية2 وجود ديدان في الامعاء3 سوء امتصاص نتيجة وجود مشاكل في المعدة مثل القرحة او الاصابة بالجرثومة الحلزونية4 سوء امتصاص نتيجة وجود حساسية الغلوتين  حساسية القمح 5 تناول سعرات حرارية فارغة ليس لها اي قيمة غذائية وعدم تناول الاغذية المركزة بالسعرات6 الاصابة بالسكري سواء النوع الاول او الثاني يؤدي الى خسارة سريعة للوزن7 وجود مشاكل نفسية مثل حالات الاكتئاب وتغيير المزاج والضغوطات النفسية تسبب عند البعض ضعف في الشهية8 القيام بمجهود حركي اكبر من معدل الطاقة التي تدخل الى الجسم9 ضعف في الشهية نتيجة شرب كميات كبيرة من القهوة والتدخين التي قد تكون أحد اهم العوامل في إصابة الرجال بالنحافة بشكل خاص10 قد تكون الاسباب جينية فالوراثة تلعب دور كبير في تحديد شكل الجسمالأهم أن تزور طبيبا مختصا لتحديد السبب الرئيسي بالضبط وبعدها بإمكاننا أن نساعدك في تنمية وتقوية عضلاتك لاشء مستحيل  ,0
لماذا المنتخبات الأوروبية دائما  تفوز بكأس العالم منذ 16 سنة وليس المنتخبات اللاتينية أو الأفريقية على الرغم من امتلاكهم القدرة على ذلك ,0,لان عندهم تخطيط وإدارة صحيحة    وليس الاعتماد علي الموهبة الفطرية فقط,1
ماذا تعرف عن تاريخ بطولة كأس العالم للأندية ,0,تاريخ إنشاء كأس العالم للأندية أعلنت الفيفا عام 1999 عن إنشاء بطولة جديدة يشارك فيها كل أبطال الاتحادات القارية لإضفاء نوع من الديمقراطية و مبدأ تكافؤ الفرص لمعرفة أقوى نادي في العالم كل سنة وهو الأمر الذي لم يكن متاحا في البطولة السابقة التي كانت تعرف فقط مشاركة بطل دوري أبطال أوروبا و بطل كأس ليبرتادوريس مما جعل الأندية أبطال الإتحادات القارية الأخرى تحتج لدى الفيفا كون لقب أحسن نادي في العالم محصورا بين اتحادين قاريين فقط  انهيار شريكة الفيفا التسويقية أ قيم كأس العالم للأندية لأول مرة في 2000 ولم تقم بين 2001 و2004 بسبب انهيار شريكة الفيفا التسويقية وت قام البطولة كل سنة منذ 2005 واستضاف كاس العالم للاندية كل من البرازيل واليابان والإمارات والمغرب وقطر ,0
ماذا تتوقع نتيجة مباراة الأهلي المصري وبايرن ميونيخ الألماني في نصف نهائي كأس العالم للأندية ,0,أتوقع فوز البايرن بنتيجة 2 1    والأهلي سيؤدي مباراه ممتازة ومشرفة,0
ما توقعاتكم لنتيجة مباراه الأهلي وبايرن ميونيخ في نصف نهائي كأس العالم للأندية 2020    ,0,فوز بايرن ميونخالاهلى المصرى وبايرن ميونخ الالمانى  موعد المباراة والقنوات الناقلة كأس العالم للاندية,0
هل يمكن لشاب بعمر 17 سنة مستواه في كرة القدم تحت المتوسط أن يصبح محترف في كرة القدم أم أنها تحتاج لممارسة منذ الصغر  وإن كان ممكن  ما الطرق والحلول لذلك ,0,صعب في هذا السن ان تمارس كرة القدم في درجة الاحتراف    الا لو كنت موهوب بدرجة كبيرة    ولكن اذا كان عندك ارادة حقيقية وعزيمة    يمكنك ان تبدأ في لعب الكرة بجدية والتمسك في أملك ان تصبح لاعبا محترفا,1
هل قرار الاستغناء عن يوفيتش كان صائب ا من طرف زيدان ,0,اعتقد ما دام زيدان لم يضعه في اولوياته و كان هذا واضح في قلة مشاركاته فافضل قرار هو اعاره اللاعب فهذا القرار في صالح الاعب حتي يلعب مباريات اكثر و يثبت انه ظلم و يثقل موهبته و اعتقد ان هذا القرار مفيد ايضا لزيدان فقد ارتاح من السؤال المعتاد لماذا لا يشارك يوفيتش و لكن يجب ان نتفق ان يوفيتش لم يحصل علي ربع فرصه حتي و انه ظلم من قبل زيدان,1
هل لعب الشطرنج موهبة فطرية أم مهارة م كتسبة ,1,الشطرنج مهارة يتم تعلمها ام الفطرة فيها الذكاء في استخدام المهارات المكتسبة ولمعرفة أصل الشطرنج وتاريخه يمكنك تتبع الرابط التالي,0
كيف يمكنني زيادة مهاراتي في لعبة الشطرنج  وهل توجد مسابقات أو منتديات على الإنترنت يمكنني الاشتراك بها ,0,طبعا يمكنك ذلك 70 بالمئة من مهارة الشطرنج نابعة من الممارسة فلو أحضرت أذكى شخص وعلمته كيف يحرك الأحجار وجعلته يلعب ضد شخص غبي قد لعب 3000 مباراة شطرنج بالتأكيد ستكون الغلبة للثاني هناك تطبيقات للعب الشطرنج على متجر غوغل ويمكنك اللعب مع اناس عبر الإنترنت ,0
هل يمكن للشطرنج أن تكون لعبة للمصابين بمرض التوحد ,0,ممكن علي حسب درجه التوحد لان في اطفال مصابين بالتوحد ذكائهم عالي ممكن تفوق الطفل العادي لو أدربوا عليها صح علي يد متخصصين هيتقونها جدا,1
هل يستحق كومان البقاء مع برشلونة بعد نهاية الموسم الحالي ,0,نعم يستحق حتى لو خسر بالتسعة والعشرة أمام باريس لعدة أسباب ,1
هل استخدام الفيتامينات المتعددة مهم ومفيد للاعب كمال الأجسام  أنا شخص رياضي وآكل جيد ا  وقد نصحني بعض الأشخاص بالفيتامينات المتعددة كدعم غذائي ,0,لمكملات الغذائية ليست للجميع وإنما لكبار السن البالغين وللأشخاص الذين سينتفعون من مكملات معينة وأن احتياجك الغذائى ينبغى تلبيته بشكل أساسى عن طريق النظام الغذائى  ومع ذلك تكون المكملات بالنسبة لبعض الأشخاص طريقة مفيدة للحصول على المواد الغذائية التى يفتقرون لهاوللإستفادة من هذه المكملات يجب الابتعاد عن كل ما يفسد فائدة هذه المكملات وتعتبر من مدمرات الصحة مثل   التدخين والوجبات السريعة ال Fast Food والمشروبات الغازية والسكريات وغيرها   إذا  يجب تعديل النظام ونمط الحياة أولا قبل أن نفكر فى أخذ هذه المكملات ولازم نعرف ونفهم حاجه مهمةوهى أن الغذاء الذى صنعه الله عز وجل ليس عاجزوهو قادر على أن يمد الإنسان بكل إحتياجاته اليومية من هذه المكملات دون أخذها من مصدر خارجىواذا ما استطاع الإنسان أن يوازن وينوع وجباته ويأخذها تبعا  لإحتياجاته وحالته الفسيولوجية وعمره ونمط حياته اليومى ونشاطه البدنى وكل شيء  وال Multi Vitamins خد بالك انه مش علاج والمالتى فيتامين بيتاخد كنوع من الوقايه أو نوع من الدعم لكن تذكر دائما الأساس هو الغذاء وتنويع مصادر الغذاء اذا كان حليب   بيض   مشتقات الحليب   لحوم حمراء   اسماك  ولو حابب تستفيد بأكبر استفادة من الكملات لازم تعرف ازاى بتتاخد وايه الحاجات اللى لو اتاخدت مع المكملات بتضيع فايدتها والمقال ده ممكن يفيدك علشان تعرف أقصد ايه وممكن تنزل لاخر فقرة الخاصة بالمكملات الغذائية علطول  فوائد الفيتامينات والمعادن للجسم   ولماذا لا تستفيد منها أجسامنا  freshheallth blogspot com ,0
كيف ابدأ في تعلم الشطرنج ,0,انصحك   بكورس تعلم الشطرنج فى 60 دقيقة  شاهد هذا الفيديو  ستجده أول فيديو بالأسفللو عاوز تتعلم شطرنج صح بجد و تفهم شطرنج و تصل إلى مستوى الاحتراف يبقى تابعنى و شاهد كل كورستنا المجانية فى أسفل الصفحة    ＬＩＫＥ   ＳＨＡＲＥ   ＳＵＢＳＣＲＩＢＥ  و من هنا تبدأ تعلم الشطرنج من الألف إلى الياء learn chess                                           كورس تعلم لعبة الشطرنج  كورس التكتيك  تكتيكات الشطرنج    كورس حالات التعادل فى الشطرنج  الباطه   كورس الاستراتيجية  استراتيجيات الشطرنج    كورس الميدل جيم  استراتيجيات الشطرنج فى وسط الدور    كورس كورس أهم 300 موقف شطرنج  سلسلة فن الهجوم فى الشطرنج  كورسات شطرنج مترجمة,0
أود زيادة وزني مع العلم أنني بدأت برياضة كمال الأجسام  فبماذا تنصحني ,0,انصحك بزياده السعرات اليوميه ل ٥٠٠٠ سعر مع عدم زياده الوقت فى الجيم و القيام بعمل تحاليل تخص الغده الدرقيه,0
ما الفرق الـ 32 التي ستشارك بكأس العالم 2022 وست ق ام في قطر ,0,يمكنك مشاهدة هذا المقال الذي يقدم معلومات مفصلة عن كأس العالم قطر والفرق المشاركة والقنوات الوطنية حيث يمكنك مشاهدة المبادرات ,0
أنا شاب عمري 36 عام  لم أمارس الرياضة البدنية أبدا  والآن أشعر بألم في العضلات كلما بذلت مجهود أو في طلوع السلم مثلا   هل يمكن أن أمارس الرياضة أو أذهب إلى صالة تمارين  وكيف يجب أن أبدأ حتى أحافظ على جسمي ولياقتي البدنية ,0,ممارسة نط الحبل خمس دقائق كل يوم,0
هل هناك قانون تود تغييره في كرة القدم ,0,نعم نعم ان تكون الكرة للنساء ايضا والاهتمام بها مثل الاهتمام بالرجال   لانني احب الكرة كثيرا جدا منذ الصغر  وامارسها من وقت لاخر  وسرعان ما اتذكر ان ليس لها اهتمام   اقول لا داعي للصراع ع وصول للعب في فريق اول او ثاني    ,1
ماذا ينقص نادي مانشستر سيتي لكرة القدم للفوز بلقب الدوري الإنجليزي هذا الموسم 2020 2021 ,0,محرز,1
